Reported / Charged;Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Charge;Unprovoked assault;Gentofte;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Gladsaxe;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Glostrup;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Herlev;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Hvidovre;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Høje-Taastrup;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Ishøj;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Lyngby-Taarbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Rødovre;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Vallensbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Allerød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Egedal;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Fredensborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Frederikssund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Furesø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Gribskov;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Halsnæs;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Helsingør;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Hillerød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Hørsholm;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Rudersdal;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Bornholm;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Region Sjælland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Greve;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Køge;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Lejre;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Roskilde;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Solrød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Faxe;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Guldborgsund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Holbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Kalundborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Lolland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Næstved;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Odsherred;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Ringsted;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Slagelse;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Sorø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Stevns;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Vordingborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Region Syddanmark;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Assens;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Faaborg-Midtfyn;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Kerteminde;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Langeland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Middelfart;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Nordfyns;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Nyborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Odense;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Svendborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Ærø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Billund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Esbjerg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Fanø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Fredericia;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Haderslev;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Kolding;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Sønderborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Tønder;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Varde;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Vejen;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Vejle;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Aabenraa;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Region Midtjylland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Favrskov;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Hedensted;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Horsens;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Norddjurs;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Odder;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Randers;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Silkeborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Skanderborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Syddjurs;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Aarhus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Herning;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Holstebro;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Ikast-Brande;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Lemvig;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Ringkøbing-Skjern;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Skive;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Struer;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Viborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Region Nordjylland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Brønderslev;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Frederikshavn;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Hjørring;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Jammerbugt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Mariagerfjord;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Morsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Rebild;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Thisted;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Vesthimmerlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Aalborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Unprovoked assault;Unknown municipality;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Region Hovedstaden;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Copenhagen;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Frederiksberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Dragør;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Tårnby;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Albertslund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Ballerup;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Brøndby;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Gentofte;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Gladsaxe;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Glostrup;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Herlev;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Hvidovre;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Høje-Taastrup;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Ishøj;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Lyngby-Taarbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Rødovre;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Vallensbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Allerød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Egedal;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Fredensborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Frederikssund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Furesø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Gribskov;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Halsnæs;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Helsingør;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Hillerød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Hørsholm;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Rudersdal;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Bornholm;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Region Sjælland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Greve;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Køge;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Lejre;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Roskilde;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Solrød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Faxe;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Guldborgsund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Holbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Kalundborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Lolland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Næstved;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Odsherred;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Ringsted;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Slagelse;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Sorø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Stevns;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Vordingborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Region Syddanmark;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Assens;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Faaborg-Midtfyn;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Kerteminde;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Langeland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Middelfart;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Nordfyns;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Nyborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Odense;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Svendborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Ærø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Billund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Esbjerg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Fanø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Fredericia;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Haderslev;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Kolding;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Sønderborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Tønder;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Varde;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Vejen;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Vejle;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Aabenraa;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Region Midtjylland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Favrskov;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Hedensted;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Horsens;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Norddjurs;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Odder;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Randers;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Silkeborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Skanderborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Syddjurs;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Aarhus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Herning;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Holstebro;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Ikast-Brande;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Lemvig;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Ringkøbing-Skjern;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Skive;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Struer;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Viborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Region Nordjylland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Brønderslev;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Frederikshavn;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Hjørring;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Jammerbugt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Mariagerfjord;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Morsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Rebild;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Thisted;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Vesthimmerlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Aalborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of intentional trespass to the person;Unknown municipality;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Region Hovedstaden;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Copenhagen;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Frederiksberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Dragør;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Tårnby;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Albertslund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Ballerup;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Brøndby;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Gentofte;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Gladsaxe;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Glostrup;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Herlev;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Hvidovre;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Høje-Taastrup;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Ishøj;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Lyngby-Taarbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Rødovre;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Vallensbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Allerød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Egedal;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Fredensborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Frederikssund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Furesø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Gribskov;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Halsnæs;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Helsingør;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Hillerød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Hørsholm;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Rudersdal;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Bornholm;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Region Sjælland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Greve;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Køge;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Lejre;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Roskilde;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Solrød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Faxe;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Guldborgsund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Holbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Kalundborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Lolland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Næstved;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Odsherred;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Ringsted;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Slagelse;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Sorø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Stevns;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Vordingborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Region Syddanmark;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Assens;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Faaborg-Midtfyn;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Kerteminde;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Langeland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Middelfart;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Nordfyns;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Nyborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Odense;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Svendborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Ærø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Billund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Esbjerg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Fanø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Fredericia;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Haderslev;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Kolding;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Sønderborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Tønder;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Varde;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Vejen;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Vejle;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Aabenraa;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Region Midtjylland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Favrskov;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Hedensted;0;0;0;0;0;0;0;0;0;0;0;0;0;0
