Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Special acts, total;Allerød;57;54;43;65;67;126;143;278;298;720;619;587;545;208
Special acts, total;Egedal;126;123;116;95;114;121;92;94;86;138;95;156;184;164
Special acts, total;Fredensborg;71;103;80;67;78;85;122;135;101;131;86;174;292;248
Special acts, total;Frederikssund;211;301;310;220;192;214;298;270;268;295;228;298;412;322
Special acts, total;Furesø;112;104;73;92;76;99;114;96;94;97;85;183;223;165
Special acts, total;Gribskov;113;106;111;118;119;129;92;201;188;154;130;224;355;336
Special acts, total;Halsnæs;185;218;181;161;157;196;192;183;152;175;158;185;288;271
Special acts, total;Helsingør;409;438;472;456;513;652;658;941;524;502;630;635;873;885
Special acts, total;Hillerød;230;225;194;203;211;353;325;368;317;312;298;329;405;421
Special acts, total;Hørsholm;35;48;74;66;34;62;68;56;38;52;49;77;133;734
Special acts, total;Rudersdal;83;98;109;65;110;104;89;109;112;135;130;178;383;387
Special acts, total;Bornholm;274;254;251;273;239;317;436;469;463;414;325;403;584;462
Special acts, total;Christiansø;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Special acts, total;Greve;159;148;174;178;221;498;562;613;542;605;382;599;700;639
Special acts, total;Køge;308;251;334;297;377;431;666;667;589;526;485;568;729;587
Special acts, total;Lejre;63;57;61;92;98;83;103;96;126;193;102;146;226;110
Special acts, total;Roskilde;456;563;651;645;984;1456;1479;2150;1192;1321;1452;1473;1421;784
Special acts, total;Solrød;22;37;44;62;51;74;71;115;117;118;82;122;179;128
Special acts, total;Faxe;60;61;87;166;245;200;172;241;263;283;155;255;373;1038
Special acts, total;Guldborgsund;345;339;335;365;591;539;668;786;662;767;731;703;938;784
Special acts, total;Holbæk;330;281;270;287;491;530;522;589;623;651;534;751;855;719
Special acts, total;Kalundborg;192;183;172;172;174;230;228;281;372;405;233;338;452;401
Special acts, total;Lolland;267;322;335;337;424;322;370;501;567;550;815;633;973;535
Special acts, total;Næstved;257;260;318;386;551;555;541;862;753;826;484;1821;992;1986
Special acts, total;Odsherred;107;95;100;96;127;161;162;213;263;242;154;280;293;244
Special acts, total;Ringsted;115;149;144;196;208;298;252;265;237;270;424;403;365;400
Special acts, total;Slagelse;366;387;387;561;711;750;793;973;2136;1157;681;3119;1333;828
Special acts, total;Sorø;54;71;59;147;168;121;128;186;207;201;111;258;353;208
Special acts, total;Stevns;41;16;35;57;62;68;81;121;125;146;85;176;163;106
Special acts, total;Vordingborg;152;197;151;236;347;347;321;392;352;391;233;392;614;428
Special acts, total;Assens;188;135;100;143;159;230;216;225;175;187;130;309;403;557
Special acts, total;Faaborg-Midtfyn;185;193;200;209;298;242;184;276;253;235;272;466;383;323
Special acts, total;Kerteminde;47;44;44;48;83;101;104;114;99;64;73;159;163;212
Special acts, total;Langeland;35;37;24;35;43;40;28;68;73;57;42;79;134;91
Special acts, total;Middelfart;162;204;148;179;205;240;216;294;212;203;167;280;336;217
Special acts, total;Nordfyns;68;81;83;65;94;97;107;126;145;100;82;197;225;169
Special acts, total;Nyborg;183;161;174;205;270;269;202;230;247;330;281;349;465;472
Special acts, total;Odense;1103;1242;1246;1243;1979;2051;2299;2249;1889;1805;2007;2263;2354;3259
Special acts, total;Svendborg;275;264;237;263;481;459;431;442;475;402;442;535;691;560
Special acts, total;Ærø;20;10;10;8;5;16;4;17;26;20;14;28;28;25
Special acts, total;Billund;206;299;231;316;421;440;425;343;335;369;367;389;493;420
Special acts, total;Esbjerg;765;803;870;720;1427;1334;1395;1280;1500;1157;1018;1982;2240;2746
Special acts, total;Fanø;10;3;4;6;15;22;11;23;15;17;11;28;11;20
Special acts, total;Fredericia;445;362;383;469;642;784;788;645;719;917;990;792;998;1368
Special acts, total;Haderslev;291;249;289;275;456;444;379;452;571;515;517;577;576;482
Special acts, total;Kolding;484;521;405;476;781;926;1149;1010;978;857;823;1065;1201;1325
Special acts, total;Sønderborg;236;280;375;319;465;489;401;410;490;441;379;615;926;509
Special acts, total;Tønder;298;278;298;429;581;380;411;344;415;318;257;546;692;629
Special acts, total;Varde;137;167;156;151;311;293;290;261;342;306;274;502;533;492
Special acts, total;Vejen;149;174;178;175;308;285;264;267;348;348;241;389;598;495
Special acts, total;Vejle;361;454;461;642;1415;1131;1194;1378;1154;1027;768;1046;1553;1665
Special acts, total;Aabenraa;681;731;766;894;1009;942;886;781;1018;998;879;1106;1808;1856
Special acts, total;Favrskov;131;114;132;193;347;191;169;130;237;154;127;239;236;177
Special acts, total;Hedensted;145;122;133;225;341;285;323;275;388;345;281;334;462;291
Special acts, total;Horsens;547;474;546;661;938;1349;1094;1011;970;809;762;996;1739;1126
Special acts, total;Norddjurs;185;206;220;300;540;386;298;372;384;339;260;425;424;290
Special acts, total;Odder;34;50;60;69;89;92;85;66;81;108;64;111;110;94
Special acts, total;Randers;650;776;880;966;1362;1296;1110;993;1104;830;827;1048;1705;1557
Special acts, total;Samsø;5;7;6;7;18;6;23;26;67;31;42;43;49;43
Special acts, total;Silkeborg;280;355;356;395;659;678;839;932;784;658;653;951;1088;845
Special acts, total;Skanderborg;124;121;88;173;349;477;461;315;333;346;242;347;427;387
Special acts, total;Syddjurs;120;128;155;195;221;223;214;178;278;245;137;285;307;224
Special acts, total;Aarhus;1895;1998;1968;2223;3158;3311;3295;3123;3196;3247;3476;3869;5638;4847
Special acts, total;Herning;429;416;432;547;656;895;917;922;1259;1014;968;1110;1367;1069
Special acts, total;Holstebro;368;425;404;381;547;640;692;690;548;483;447;632;832;568
Special acts, total;Ikast-Brande;282;256;277;384;440;413;379;363;377;281;242;412;3311;1115
Special acts, total;Lemvig;67;58;69;104;135;108;125;140;162;91;62;137;220;205
Special acts, total;Ringkøbing-Skjern;186;177;172;247;301;386;291;356;383;308;272;387;414;289
Special acts, total;Skive;264;294;184;283;508;384;463;477;477;339;288;381;631;485
Special acts, total;Struer;88;141;120;114;163;121;120;132;188;129;132;152;241;188
Special acts, total;Viborg;483;488;465;457;719;694;814;943;844;762;662;925;1111;770
Special acts, total;Brønderslev;157;114;140;150;314;299;302;229;239;254;222;227;241;251
Special acts, total;Frederikshavn;344;264;448;501;751;731;641;658;475;582;468;605;559;495
Special acts, total;Hjørring;326;241;284;474;769;943;974;786;633;616;727;527;553;612
Special acts, total;Jammerbugt;95;104;106;116;254;276;258;193;233;235;150;266;227;274
Special acts, total;Læsø;3;1;10;5;24;12;6;12;12;9;10;15;15;10
Special acts, total;Mariagerfjord;188;161;191;224;453;448;368;444;456;408;246;330;292;274
Special acts, total;Morsø;76;118;160;114;174;99;145;151;129;128;87;203;173;116
Special acts, total;Rebild;84;53;81;110;258;251;229;276;256;246;140;229;211;316
Special acts, total;Thisted;187;277;390;314;398;299;378;403;382;320;253;379;444;303
Special acts, total;Vesthimmerlands;124;136;153;154;332;302;245;326;303;309;204;281;218;232
Special acts, total;Aalborg;1142;1182;1302;1533;2728;2917;3578;3714;3106;3476;2843;3379;3130;2339
Special acts, total;Unknown municipality;776;595;731;1709;3290;3022;2147;3523;4079;4755;3695;4149;2682;3075
Euphoriants Act;Copenhagen;5728;6217;5200;4877;5444;6064;6557;7210;6127;5864;5512;7115;8056;7670
Euphoriants Act;Frederiksberg;165;124;101;85;91;121;120;124;105;111;142;184;231;254
Euphoriants Act;Dragør;6;11;9;15;13;7;6;5;14;13;12;13;14;19
Euphoriants Act;Tårnby;192;303;358;307;346;359;473;810;346;383;462;279;193;181
Euphoriants Act;Albertslund;174;142;134;170;205;188;305;190;194;164;159;230;149;176
Euphoriants Act;Ballerup;182;129;93;99;125;101;249;203;286;139;163;118;260;137
Euphoriants Act;Brøndby;119;117;117;121;222;112;157;152;180;231;222;344;307;206
Euphoriants Act;Gentofte;59;65;63;43;38;47;39;36;37;28;50;51;66;86
Euphoriants Act;Gladsaxe;84;101;120;82;111;92;210;172;88;125;126;148;200;142
Euphoriants Act;Glostrup;97;105;54;72;85;69;100;153;200;187;95;105;119;89
Euphoriants Act;Herlev;52;45;29;53;64;43;101;75;74;76;131;147;162;94
Euphoriants Act;Hvidovre;63;110;104;120;110;126;202;249;213;124;133;199;187;196
Euphoriants Act;Høje-Taastrup;84;99;67;89;102;84;149;138;121;108;147;277;161;131
Euphoriants Act;Ishøj;96;75;55;60;59;50;52;84;83;71;99;186;132;101
Euphoriants Act;Lyngby-Taarbæk;149;116;71;59;67;62;66;57;53;42;69;74;93;108
Euphoriants Act;Rødovre;71;91;55;74;128;148;197;172;218;93;134;197;120;160
Euphoriants Act;Vallensbæk;30;24;15;17;14;18;23;38;34;26;29;49;51;50
Euphoriants Act;Allerød;9;12;10;13;13;37;28;39;32;49;46;31;33;25
Euphoriants Act;Egedal;44;33;48;43;22;47;34;19;22;32;40;41;27;26
Euphoriants Act;Fredensborg;16;41;29;18;23;21;38;49;31;54;41;62;72;75
Euphoriants Act;Frederikssund;98;156;133;69;81;99;158;119;82;107;111;92;128;123
Euphoriants Act;Furesø;45;40;24;40;21;23;28;18;20;25;36;56;61;57
Euphoriants Act;Gribskov;47;35;33;52;34;34;37;87;78;59;61;71;72;84
Euphoriants Act;Halsnæs;96;104;89;80;78;76;80;63;72;84;87;35;48;83
Euphoriants Act;Helsingør;199;239;223;190;231;259;358;590;313;261;465;323;399;522
Euphoriants Act;Hillerød;106;87;109;100;83;135;115;111;134;140;134;100;130;132
Euphoriants Act;Hørsholm;8;9;17;14;10;11;19;11;13;8;15;7;19;32
Euphoriants Act;Rudersdal;25;38;47;21;25;22;18;23;20;41;44;35;59;111
Euphoriants Act;Bornholm;97;75;87;105;94;92;130;130;135;98;81;136;150;148
Euphoriants Act;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Euphoriants Act;Greve;52;57;50;66;71;56;66;47;45;72;45;74;106;92
Euphoriants Act;Køge;126;112;177;139;147;157;172;162;131;171;227;167;176;160
Euphoriants Act;Lejre;7;15;9;16;38;18;18;21;13;25;25;24;22;18
Euphoriants Act;Roskilde;181;324;357;348;565;806;760;1426;579;583;931;894;714;335
Euphoriants Act;Solrød;6;5;11;16;18;16;16;24;12;26;24;23;34;25
Euphoriants Act;Faxe;16;25;38;42;83;73;57;50;33;38;34;38;44;43
Euphoriants Act;Guldborgsund;136;117;136;114;153;131;160;147;92;118;192;166;229;163
Euphoriants Act;Holbæk;147;144;112;151;210;197;159;161;154;184;244;273;289;177
Euphoriants Act;Kalundborg;68;65;52;50;52;60;57;53;45;69;67;78;76;88
Euphoriants Act;Lolland;64;119;98;92;103;85;89;124;108;93;99;122;107;100
Euphoriants Act;Næstved;112;105;112;110;145;154;182;243;177;145;109;180;214;232
Euphoriants Act;Odsherred;40;37;40;33;32;54;36;54;32;31;52;37;63;75
Euphoriants Act;Ringsted;23;48;41;69;68;59;48;84;53;58;68;91;72;72
Euphoriants Act;Slagelse;103;135;133;211;237;205;189;207;182;219;162;185;221;130
Euphoriants Act;Sorø;22;23;22;26;35;26;32;36;31;39;31;42;26;37
Euphoriants Act;Stevns;10;2;6;9;21;15;17;29;12;15;19;19;25;23
Euphoriants Act;Vordingborg;72;65;53;67;90;100;63;67;40;51;57;56;103;99
Euphoriants Act;Assens;70;47;27;36;36;25;47;35;23;18;31;38;46;71
Euphoriants Act;Faaborg-Midtfyn;98;93;117;99;148;120;84;114;107;105;156;195;126;145
Euphoriants Act;Kerteminde;10;9;14;12;30;33;22;35;20;10;25;37;33;30
Euphoriants Act;Langeland;13;10;9;7;3;6;8;17;13;12;16;11;29;16
Euphoriants Act;Middelfart;41;45;20;34;39;40;43;51;35;27;47;54;48;41
Euphoriants Act;Nordfyns;12;16;25;24;29;14;40;26;19;18;37;32;31;24
Euphoriants Act;Nyborg;85;104;114;124;138;137;115;110;124;210;177;163;224;188
Euphoriants Act;Odense;591;703;720;726;903;800;843;856;671;787;929;1054;888;814
Euphoriants Act;Svendborg;113;92;89;126;132;138;122;116;113;122;231;226;240;195
Euphoriants Act;Ærø;8;5;5;1;0;1;0;0;5;5;2;1;2;0
Euphoriants Act;Billund;124;197;168;173;193;219;198;156;132;145;204;203;239;185
Euphoriants Act;Esbjerg;375;374;401;308;494;435;485;372;344;335;428;719;854;1685
Euphoriants Act;Fanø;3;2;3;0;1;6;0;7;4;6;4;8;2;0
Euphoriants Act;Fredericia;203;143;152;229;238;248;181;243;171;235;252;208;305;561
Euphoriants Act;Haderslev;124;108;99;97;120;88;74;117;128;112;237;154;129;109
Euphoriants Act;Kolding;252;253;221;223;293;215;243;278;209;220;311;425;391;321
Euphoriants Act;Sønderborg;78;105;152;126;165;110;123;129;137;151;138;186;240;162
Euphoriants Act;Tønder;150;142;151;234;237;120;190;137;167;106;160;156;260;252
Euphoriants Act;Varde;49;62;58;49;94;74;75;54;52;56;80;113;152;130
Euphoriants Act;Vejen;49;47;54;46;104;72;75;55;57;97;85;85;84;66
Euphoriants Act;Vejle;145;226;176;256;373;298;352;420;304;231;290;421;514;503
Euphoriants Act;Aabenraa;156;198;144;183;211;232;259;237;253;299;357;312;414;382
Euphoriants Act;Favrskov;33;36;36;28;75;62;49;33;27;25;28;56;41;44
Euphoriants Act;Hedensted;77;69;42;70;75;70;93;57;108;83;104;107;57;60
Euphoriants Act;Horsens;306;256;300;370;375;470;337;262;313;261;325;357;376;367
Euphoriants Act;Norddjurs;68;80;90;125;127;88;138;163;153;98;114;123;108;84
Euphoriants Act;Odder;6;24;29;23;20;31;37;21;12;21;18;33;20;25
Euphoriants Act;Randers;268;431;457;405;496;443;430;401;380;282;340;432;896;966
Euphoriants Act;Samsø;0;1;1;0;4;1;7;7;29;9;23;12;20;9
Euphoriants Act;Silkeborg;128;171;134;155;173;185;298;334;230;177;285;342;386;325
Euphoriants Act;Skanderborg;69;47;26;58;127;203;168;153;128;113;79;128;106;62
Euphoriants Act;Syddjurs;30;39;39;55;54;69;69;60;55;68;46;60;70;50
Euphoriants Act;Aarhus;1133;1211;1226;1254;1407;1461;1623;1425;1372;1399;1665;1971;1911;1750
Euphoriants Act;Herning;127;142;155;204;191;313;244;234;449;151;262;200;302;376
Euphoriants Act;Holstebro;201;224;211;176;212;235;242;219;167;178;176;226;319;212
Euphoriants Act;Ikast-Brande;198;168;180;205;236;236;208;218;138;103;116;138;139;112
Euphoriants Act;Lemvig;26;21;32;38;31;19;30;23;35;21;18;21;75;59
Euphoriants Act;Ringkøbing-Skjern;55;42;52;58;56;93;80;106;68;74;112;85;62;63
Euphoriants Act;Skive;160;172;85;100;165;149;162;180;162;92;121;78;319;224
Euphoriants Act;Struer;46;65;49;48;51;32;31;44;63;45;35;36;83;73
Euphoriants Act;Viborg;259;268;218;204;304;323;342;315;277;247;288;341;384;343
Euphoriants Act;Brønderslev;27;25;36;38;47;60;72;43;42;40;71;42;52;52
Euphoriants Act;Frederikshavn;148;127;184;186;285;232;254;323;152;192;210;264;219;170
Euphoriants Act;Hjørring;88;91;107;187;219;188;258;212;163;169;201;159;186;205
Euphoriants Act;Jammerbugt;26;23;20;23;58;47;67;34;45;37;36;55;54;57
Euphoriants Act;Læsø;0;0;0;0;3;0;0;0;1;0;2;0;0;0
Euphoriants Act;Mariagerfjord;46;49;48;59;88;110;115;121;125;105;103;110;88;82
Euphoriants Act;Morsø;31;68;75;38;32;15;47;16;30;16;26;42;43;36
Euphoriants Act;Rebild;9;12;14;26;39;43;35;34;33;27;38;43;30;26
Euphoriants Act;Thisted;77;118;204;138;127;65;127;125;96;60;91;93;122;112
Euphoriants Act;Vesthimmerlands;35;42;41;55;60;67;78;121;49;89;69;82;52;48
Euphoriants Act;Aalborg;526;553;564;612;767;866;1156;1179;1022;1110;1153;1150;1040;728
Euphoriants Act;Unknown municipality;96;69;64;88;72;74;64;276;61;58;1124;101;64;65
The Offensive Weapons Act;Copenhagen;1584;1681;1277;870;961;1334;1477;1586;1474;1541;1182;1135;1291;1561
The Offensive Weapons Act;Frederiksberg;81;73;73;44;57;59;72;86;101;73;82;66;82;113
The Offensive Weapons Act;Dragør;7;4;6;18;7;9;1;5;6;3;6;9;11;17
The Offensive Weapons Act;Tårnby;138;166;117;96;119;107;152;187;112;107;92;107;112;124
The Offensive Weapons Act;Albertslund;46;40;33;32;24;45;51;49;48;66;52;55;60;46
The Offensive Weapons Act;Ballerup;63;84;49;47;44;72;111;113;110;72;71;57;84;85
The Offensive Weapons Act;Brøndby;42;56;54;42;62;38;67;91;141;67;50;68;68;62
The Offensive Weapons Act;Gentofte;22;46;41;27;23;21;24;33;19;31;19;59;68;46
The Offensive Weapons Act;Gladsaxe;62;45;54;32;53;46;174;121;69;81;58;62;72;45
The Offensive Weapons Act;Glostrup;47;51;34;30;42;39;59;59;84;84;60;70;78;77
The Offensive Weapons Act;Herlev;37;36;29;25;37;25;49;61;41;30;40;33;38;28
The Offensive Weapons Act;Hvidovre;62;93;80;51;56;68;96;106;79;85;60;84;92;86
The Offensive Weapons Act;Høje-Taastrup;65;83;51;46;39;45;89;71;78;59;64;69;70;52
The Offensive Weapons Act;Ishøj;59;49;33;30;19;20;26;39;41;23;42;56;46;51
The Offensive Weapons Act;Lyngby-Taarbæk;52;31;34;28;29;26;26;38;30;25;21;62;74;54
The Offensive Weapons Act;Rødovre;43;49;37;44;41;60;67;74;57;64;60;63;52;88
The Offensive Weapons Act;Vallensbæk;19;10;9;4;14;8;14;18;17;13;8;20;17;10
The Offensive Weapons Act;Allerød;7;13;11;4;6;6;9;11;14;19;8;30;25;16
The Offensive Weapons Act;Egedal;21;24;27;9;18;14;12;19;18;25;27;57;66;39
The Offensive Weapons Act;Fredensborg;22;40;20;21;20;14;34;31;31;19;20;55;116;49
The Offensive Weapons Act;Frederikssund;35;62;62;38;28;23;33;65;45;52;59;115;121;92
The Offensive Weapons Act;Furesø;27;27;14;17;10;12;7;12;23;26;15;46;57;30
The Offensive Weapons Act;Gribskov;31;23;26;20;17;27;16;37;38;37;33;63;97;72
The Offensive Weapons Act;Halsnæs;31;51;51;19;28;24;32;41;23;27;38;79;111;92
The Offensive Weapons Act;Helsingør;45;68;53;40;54;54;56;84;71;48;56;116;151;103
The Offensive Weapons Act;Hillerød;56;55;36;26;28;47;59;53;60;63;33;74;110;103
The Offensive Weapons Act;Hørsholm;9;11;14;7;7;7;15;10;5;3;6;21;29;22
The Offensive Weapons Act;Rudersdal;12;22;20;9;22;17;11;19;26;23;15;42;63;41
The Offensive Weapons Act;Bornholm;32;31;33;31;29;15;22;44;39;25;36;71;136;91
The Offensive Weapons Act;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Offensive Weapons Act;Greve;35;42;60;40;45;76;57;45;43;50;41;66;123;72
The Offensive Weapons Act;Køge;78;40;72;66;72;71;116;62;52;71;87;112;155;114
The Offensive Weapons Act;Lejre;13;12;26;25;25;23;15;8;9;18;25;32;49;25
The Offensive Weapons Act;Roskilde;112;98;119;121;92;103;93;82;85;103;113;114;169;141
The Offensive Weapons Act;Solrød;7;5;10;14;12;17;14;13;15;10;10;21;45;38
The Offensive Weapons Act;Faxe;23;9;23;32;39;27;20;22;36;24;41;76;94;55
The Offensive Weapons Act;Guldborgsund;93;78;87;90;96;97;120;86;62;79;138;227;235;166
The Offensive Weapons Act;Holbæk;69;65;69;39;104;83;76;74;72;62;92;181;208;167
The Offensive Weapons Act;Kalundborg;39;62;56;40;33;47;33;36;38;58;38;87;158;86
The Offensive Weapons Act;Lolland;61;111;107;78;105;53;63;69;62;87;125;157;196;145
The Offensive Weapons Act;Næstved;65;62;77;65;82;102;75;75;82;106;87;210;239;182
The Offensive Weapons Act;Odsherred;26;24;24;27;40;35;21;30;23;20;26;81;99;71
The Offensive Weapons Act;Ringsted;25;29;45;48;34;43;32;31;21;41;37;71;84;68
The Offensive Weapons Act;Slagelse;89;104;110;91;117;110;72;83;89;106;89;227;265;144
The Offensive Weapons Act;Sorø;12;23;17;30;27;21;28;24;9;25;32;71;77;49
The Offensive Weapons Act;Stevns;10;8;15;27;24;14;20;15;12;10;13;40;44;23
The Offensive Weapons Act;Vordingborg;41;52;40;48;44;38;31;32;20;36;35;119;180;87
The Offensive Weapons Act;Assens;54;25;30;38;29;23;30;27;23;29;35;86;113;81
The Offensive Weapons Act;Faaborg-Midtfyn;35;37;29;31;40;35;37;29;33;21;42;105;120;71
The Offensive Weapons Act;Kerteminde;14;15;11;12;14;16;24;16;8;11;18;57;62;22
The Offensive Weapons Act;Langeland;10;11;1;19;15;10;6;6;9;10;5;36;45;17
The Offensive Weapons Act;Middelfart;28;30;29;31;37;32;21;29;19;22;31;86;121;57
The Offensive Weapons Act;Nordfyns;17;32;28;14;20;19;21;15;18;13;12;81;93;38
The Offensive Weapons Act;Nyborg;20;19;24;42;24;34;23;20;28;29;41;73;116;58
The Offensive Weapons Act;Odense;256;319;358;245;343;287;406;236;284;313;261;427;518;352
The Offensive Weapons Act;Svendborg;63;77;61;39;105;44;32;40;40;51;66;110;180;108
The Offensive Weapons Act;Ærø;10;4;2;3;1;3;0;2;3;4;4;10;3;6
The Offensive Weapons Act;Billund;49;50;33;67;89;64;50;54;54;56;54;95;113;82
The Offensive Weapons Act;Esbjerg;161;210;225;112;187;171;117;107;159;182;242;433;426;300
The Offensive Weapons Act;Fanø;3;0;0;0;1;3;1;4;3;1;3;6;2;7
The Offensive Weapons Act;Fredericia;108;106;88;88;79;83;53;67;93;87;86;147;283;156
The Offensive Weapons Act;Haderslev;69;50;55;49;62;53;30;53;78;80;84;140;159;109
The Offensive Weapons Act;Kolding;109;136;92;84;80;53;76;112;88;72;116;230;279;193
The Offensive Weapons Act;Sønderborg;71;82;73;80;84;69;55;62;53;79;105;159;250;162
The Offensive Weapons Act;Tønder;48;35;44;36;34;25;34;28;45;32;31;82;117;91
The Offensive Weapons Act;Varde;33;40;33;27;31;32;39;33;31;57;54;129;124;69
The Offensive Weapons Act;Vejen;33;43;33;37;39;40;42;30;61;41;51;112;131;61
The Offensive Weapons Act;Vejle;77;81;98;95;139;94;92;90;141;130;120;208;286;223
The Offensive Weapons Act;Aabenraa;109;141;184;152;180;115;148;174;148;183;165;234;275;204
The Offensive Weapons Act;Favrskov;34;29;30;27;26;22;29;17;36;23;17;40;59;34
The Offensive Weapons Act;Hedensted;32;27;13;19;27;17;26;24;34;22;39;101;135;78
The Offensive Weapons Act;Horsens;112;106;105;95;82;137;127;92;84;67;142;272;299;229
The Offensive Weapons Act;Norddjurs;28;39;46;39;46;29;37;44;36;55;45;90;122;58
The Offensive Weapons Act;Odder;12;15;15;10;8;12;5;9;15;23;16;18;27;22
The Offensive Weapons Act;Randers;142;171;168;141;120;104;104;105;107;114;124;214;265;176
The Offensive Weapons Act;Samsø;2;1;0;0;3;0;3;3;0;4;3;0;7;2
The Offensive Weapons Act;Silkeborg;78;98;88;85;92;86;89;90;76;88;94;196;232;150
The Offensive Weapons Act;Skanderborg;26;27;30;21;24;31;27;37;35;23;36;91;106;57
The Offensive Weapons Act;Syddjurs;37;39;32;37;21;32;34;28;34;62;30;68;71;48
The Offensive Weapons Act;Aarhus;382;479;360;352;366;278;368;412;371;519;582;498;840;675
The Offensive Weapons Act;Herning;73;81;99;101;59;70;80;70;100;97;85;173;267;179
The Offensive Weapons Act;Holstebro;58;85;69;54;58;60;52;44;50;53;57;141;179;115
The Offensive Weapons Act;Ikast-Brande;28;38;30;44;40;41;34;27;34;27;40;88;131;42
The Offensive Weapons Act;Lemvig;10;11;16;16;16;8;16;10;20;6;13;36;48;41
The Offensive Weapons Act;Ringkøbing-Skjern;23;43;44;41;39;30;28;29;36;41;33;73;89;52
The Offensive Weapons Act;Skive;29;40;46;42;40;30;37;31;54;46;46;100;109;74
The Offensive Weapons Act;Struer;16;31;29;18;13;14;16;12;25;20;22;45;70;48
The Offensive Weapons Act;Viborg;90;79;94;90;100;73;72;83;94;72;123;229;287;138
The Offensive Weapons Act;Brønderslev;22;31;31;23;35;20;19;19;25;29;47;32;41;52
The Offensive Weapons Act;Frederikshavn;39;31;66;48;74;65;48;46;52;60;76;72;54;60
