Charged criminal offences;Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Charge;Legislation applying to public utilities;Sønderborg;0;2;2;0;1;2;1;2;1;0;0;1;0;0
Charge;Legislation applying to public utilities;Tønder;2;1;0;0;2;0;0;0;0;0;0;0;0;1
Charge;Legislation applying to public utilities;Varde;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Vejen;0;0;1;1;1;0;0;0;1;0;0;0;0;0
Charge;Legislation applying to public utilities;Vejle;0;0;3;0;0;1;3;3;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Aabenraa;3;1;0;0;2;1;2;2;0;0;0;0;0;1
Charge;Legislation applying to public utilities;Favrskov;1;0;0;0;0;3;0;0;0;0;0;0;0;1
Charge;Legislation applying to public utilities;Hedensted;1;0;1;0;2;1;0;2;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Horsens;1;0;0;0;0;1;1;2;0;0;1;0;0;1
Charge;Legislation applying to public utilities;Norddjurs;6;2;0;0;1;0;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Odder;0;0;0;0;1;0;1;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Randers;3;1;2;9;3;1;1;0;0;0;0;0;0;1
Charge;Legislation applying to public utilities;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Silkeborg;0;0;0;1;0;1;1;1;1;0;0;0;0;0
Charge;Legislation applying to public utilities;Skanderborg;0;0;0;0;1;1;0;0;0;0;0;0;0;1
Charge;Legislation applying to public utilities;Syddjurs;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Aarhus;0;0;2;0;2;3;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Herning;2;0;0;0;0;1;1;0;0;0;0;0;1;0
Charge;Legislation applying to public utilities;Holstebro;0;0;1;0;0;0;0;1;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Ikast-Brande;0;0;0;0;0;0;1;0;0;0;0;0;1;0
Charge;Legislation applying to public utilities;Lemvig;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Ringkøbing-Skjern;1;0;0;0;0;1;0;0;0;0;0;0;1;0
Charge;Legislation applying to public utilities;Skive;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Struer;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Viborg;1;0;1;1;0;0;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Brønderslev;0;0;0;0;2;1;1;1;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Frederikshavn;1;0;1;0;1;0;1;1;0;1;0;0;0;0
Charge;Legislation applying to public utilities;Hjørring;0;0;1;0;0;2;1;1;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Jammerbugt;0;1;0;0;0;1;1;0;0;0;0;2;1;0
Charge;Legislation applying to public utilities;Læsø;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Mariagerfjord;1;1;2;1;0;0;3;0;0;1;0;0;0;0
Charge;Legislation applying to public utilities;Morsø;1;0;0;1;2;0;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Rebild;0;0;2;0;0;0;0;0;1;0;1;0;0;0
Charge;Legislation applying to public utilities;Thisted;0;2;1;0;0;1;1;0;0;0;0;0;2;0
Charge;Legislation applying to public utilities;Vesthimmerlands;0;0;1;0;0;0;0;0;0;0;0;1;0;0
Charge;Legislation applying to public utilities;Aalborg;3;0;4;1;7;0;0;4;0;1;1;1;0;1
Charge;Legislation applying to public utilities;Unknown municipality;6;2;5;0;0;0;0;0;0;0;0;0;0;0
Charge;Legislation on gambling, licencing, trade;Copenhagen;489;427;330;294;282;324;291;285;333;229;182;83;124;63
Charge;Legislation on gambling, licencing, trade;Frederiksberg;7;6;0;2;9;6;6;2;2;4;5;1;7;5
Charge;Legislation on gambling, licencing, trade;Dragør;5;0;0;0;0;0;1;0;0;0;0;1;0;0
Charge;Legislation on gambling, licencing, trade;Tårnby;13;5;5;3;7;11;5;23;11;23;6;0;0;0
Charge;Legislation on gambling, licencing, trade;Albertslund;12;1;0;3;2;0;1;1;0;3;0;0;0;1
Charge;Legislation on gambling, licencing, trade;Ballerup;62;32;10;5;2;3;4;0;6;1;0;2;0;1
Charge;Legislation on gambling, licencing, trade;Brøndby;4;1;2;1;0;0;2;0;7;1;1;2;2;1
Charge;Legislation on gambling, licencing, trade;Gentofte;3;5;7;5;5;5;2;4;1;2;1;0;0;1
Charge;Legislation on gambling, licencing, trade;Gladsaxe;9;5;4;1;4;3;2;0;1;4;1;3;1;1
Charge;Legislation on gambling, licencing, trade;Glostrup;22;17;7;1;11;3;8;4;6;1;1;3;4;2
Charge;Legislation on gambling, licencing, trade;Herlev;6;0;0;3;2;1;1;4;0;0;0;4;4;2
Charge;Legislation on gambling, licencing, trade;Hvidovre;12;20;4;6;3;4;4;0;1;1;0;1;4;3
Charge;Legislation on gambling, licencing, trade;Høje-Taastrup;7;7;3;9;2;6;2;0;5;2;0;2;2;2
Charge;Legislation on gambling, licencing, trade;Ishøj;2;1;0;0;0;1;0;0;1;1;0;0;2;0
Charge;Legislation on gambling, licencing, trade;Lyngby-Taarbæk;4;9;14;10;3;4;2;3;1;0;1;0;2;1
Charge;Legislation on gambling, licencing, trade;Rødovre;6;11;2;9;4;6;13;2;7;3;3;1;1;0
Charge;Legislation on gambling, licencing, trade;Vallensbæk;2;0;0;1;2;1;0;0;0;0;0;0;1;0
Charge;Legislation on gambling, licencing, trade;Allerød;0;2;3;0;1;3;2;2;0;2;0;2;0;1
Charge;Legislation on gambling, licencing, trade;Egedal;11;10;3;9;23;12;4;3;1;6;1;5;0;0
Charge;Legislation on gambling, licencing, trade;Fredensborg;1;2;2;1;1;0;1;1;0;0;0;0;0;1
Charge;Legislation on gambling, licencing, trade;Frederikssund;17;11;13;8;3;6;13;9;12;3;4;2;1;0
Charge;Legislation on gambling, licencing, trade;Furesø;0;6;2;0;0;4;1;0;0;0;0;0;1;1
Charge;Legislation on gambling, licencing, trade;Gribskov;3;2;7;3;3;4;1;3;1;2;0;0;0;0
Charge;Legislation on gambling, licencing, trade;Halsnæs;7;8;12;15;12;17;7;3;4;3;3;1;0;0
Charge;Legislation on gambling, licencing, trade;Helsingør;28;14;23;12;10;17;17;17;17;8;4;2;6;5
Charge;Legislation on gambling, licencing, trade;Hillerød;22;29;13;19;3;7;14;11;16;7;4;2;2;4
Charge;Legislation on gambling, licencing, trade;Hørsholm;0;0;2;0;0;0;0;0;1;0;0;0;0;0
Charge;Legislation on gambling, licencing, trade;Rudersdal;1;4;8;2;6;4;1;2;0;0;0;0;0;1
Charge;Legislation on gambling, licencing, trade;Bornholm;19;22;22;23;14;19;65;34;24;14;13;11;28;13
Charge;Legislation on gambling, licencing, trade;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Legislation on gambling, licencing, trade;Greve;12;5;5;1;1;3;0;4;1;0;1;2;0;1
Charge;Legislation on gambling, licencing, trade;Køge;22;15;15;11;12;5;15;44;18;15;5;3;3;3
Charge;Legislation on gambling, licencing, trade;Lejre;3;1;1;0;1;0;0;0;0;0;0;4;0;0
Charge;Legislation on gambling, licencing, trade;Roskilde;33;24;40;47;41;75;57;45;31;16;9;23;16;7
Charge;Legislation on gambling, licencing, trade;Solrød;0;0;1;1;0;1;0;1;0;0;1;1;2;0
Charge;Legislation on gambling, licencing, trade;Faxe;0;0;0;2;7;10;14;10;6;14;2;6;5;2
Charge;Legislation on gambling, licencing, trade;Guldborgsund;25;19;20;11;33;38;45;36;39;16;23;10;25;5
Charge;Legislation on gambling, licencing, trade;Holbæk;39;17;22;30;35;13;31;25;25;25;19;8;20;8
Charge;Legislation on gambling, licencing, trade;Kalundborg;5;10;2;10;17;10;11;9;29;18;7;2;6;2
Charge;Legislation on gambling, licencing, trade;Lolland;12;1;1;9;13;19;20;21;20;13;9;14;21;9
Charge;Legislation on gambling, licencing, trade;Næstved;8;12;17;21;22;22;25;48;32;22;16;18;11;5
Charge;Legislation on gambling, licencing, trade;Odsherred;13;3;4;2;2;3;4;3;1;2;1;1;3;2
Charge;Legislation on gambling, licencing, trade;Ringsted;5;8;14;13;9;18;13;1;6;4;3;5;2;0
Charge;Legislation on gambling, licencing, trade;Slagelse;15;14;4;20;31;27;32;15;18;13;10;28;5;1
Charge;Legislation on gambling, licencing, trade;Sorø;2;9;1;3;4;1;3;2;1;0;0;1;1;1
Charge;Legislation on gambling, licencing, trade;Stevns;1;0;0;2;0;0;1;0;0;0;0;0;0;0
Charge;Legislation on gambling, licencing, trade;Vordingborg;12;8;4;10;14;31;17;14;14;12;4;15;13;3
Charge;Legislation on gambling, licencing, trade;Assens;6;3;0;3;0;2;3;4;2;3;1;0;0;1
Charge;Legislation on gambling, licencing, trade;Faaborg-Midtfyn;2;7;3;3;1;6;2;3;2;1;0;1;1;1
Charge;Legislation on gambling, licencing, trade;Kerteminde;2;0;1;0;1;0;1;0;0;0;1;4;1;0
Charge;Legislation on gambling, licencing, trade;Langeland;1;0;2;0;0;1;0;2;0;0;1;3;1;2
Charge;Legislation on gambling, licencing, trade;Middelfart;4;5;1;13;3;7;3;2;4;0;2;6;1;3
Charge;Legislation on gambling, licencing, trade;Nordfyns;10;6;1;2;2;10;7;6;1;1;2;2;1;4
Charge;Legislation on gambling, licencing, trade;Nyborg;1;9;2;1;10;3;2;0;10;4;9;4;2;1
Charge;Legislation on gambling, licencing, trade;Odense;70;57;36;65;99;116;111;122;91;79;94;111;99;25
Charge;Legislation on gambling, licencing, trade;Svendborg;31;34;23;23;19;31;31;29;29;20;30;31;15;4
Charge;Legislation on gambling, licencing, trade;Ærø;0;0;0;0;0;0;0;0;0;2;0;0;0;0
Charge;Legislation on gambling, licencing, trade;Billund;2;5;4;1;8;16;10;15;8;11;0;5;0;0
Charge;Legislation on gambling, licencing, trade;Esbjerg;48;25;41;47;76;57;58;33;22;23;15;20;26;18
Charge;Legislation on gambling, licencing, trade;Fanø;1;0;0;0;0;0;1;1;0;0;0;0;0;0
Charge;Legislation on gambling, licencing, trade;Fredericia;33;34;28;42;56;52;41;29;38;46;27;20;28;6
Charge;Legislation on gambling, licencing, trade;Haderslev;4;5;18;8;13;9;17;16;10;4;14;12;6;1
Charge;Legislation on gambling, licencing, trade;Kolding;8;4;1;10;18;38;31;25;29;15;17;26;27;13
Charge;Legislation on gambling, licencing, trade;Sønderborg;9;13;18;21;34;14;10;21;8;12;7;9;8;4
Charge;Legislation on gambling, licencing, trade;Tønder;8;4;18;19;32;8;9;2;6;15;2;1;0;1
Charge;Legislation on gambling, licencing, trade;Varde;6;5;12;11;17;22;7;13;9;10;2;14;8;6
Charge;Legislation on gambling, licencing, trade;Vejen;13;2;3;5;17;11;18;10;16;8;8;5;5;1
Charge;Legislation on gambling, licencing, trade;Vejle;12;22;45;19;45;50;77;85;61;35;12;14;28;25
Charge;Legislation on gambling, licencing, trade;Aabenraa;29;15;30;28;20;12;23;5;17;15;16;15;15;3
Charge;Legislation on gambling, licencing, trade;Favrskov;5;1;2;3;12;4;2;1;7;2;2;3;0;0
Charge;Legislation on gambling, licencing, trade;Hedensted;5;3;2;1;0;13;14;10;4;1;6;0;5;2
Charge;Legislation on gambling, licencing, trade;Horsens;37;20;20;25;13;66;57;35;61;37;26;12;28;16
Charge;Legislation on gambling, licencing, trade;Norddjurs;11;22;18;4;12;18;6;16;6;7;1;7;3;4
Charge;Legislation on gambling, licencing, trade;Odder;4;1;0;1;0;2;2;0;1;6;3;3;1;1
Charge;Legislation on gambling, licencing, trade;Randers;41;19;36;70;73;109;68;53;52;32;23;23;25;17
Charge;Legislation on gambling, licencing, trade;Samsø;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Charge;Legislation on gambling, licencing, trade;Silkeborg;9;13;13;10;14;32;33;38;22;24;20;25;36;14
Charge;Legislation on gambling, licencing, trade;Skanderborg;8;9;6;6;10;13;9;7;2;2;0;0;2;1
Charge;Legislation on gambling, licencing, trade;Syddjurs;17;5;9;6;9;11;6;1;1;1;4;2;0;3
Charge;Legislation on gambling, licencing, trade;Aarhus;46;46;21;27;50;74;64;83;80;103;70;102;80;25
Charge;Legislation on gambling, licencing, trade;Herning;30;16;10;15;24;51;53;56;51;41;31;25;37;14
Charge;Legislation on gambling, licencing, trade;Holstebro;35;36;28;34;37;47;49;57;27;22;14;22;37;22
Charge;Legislation on gambling, licencing, trade;Ikast-Brande;8;5;8;5;26;17;12;5;10;1;4;2;1;1
Charge;Legislation on gambling, licencing, trade;Lemvig;7;4;2;9;8;5;4;14;3;1;0;4;2;0
Charge;Legislation on gambling, licencing, trade;Ringkøbing-Skjern;20;13;8;15;14;37;20;26;26;18;10;7;16;9
Charge;Legislation on gambling, licencing, trade;Skive;17;30;7;27;39;18;50;41;34;36;23;32;23;9
Charge;Legislation on gambling, licencing, trade;Struer;2;7;8;9;12;6;17;7;15;3;5;6;13;6
Charge;Legislation on gambling, licencing, trade;Viborg;3;6;8;6;15;14;20;43;37;34;18;20;20;14
Charge;Legislation on gambling, licencing, trade;Brønderslev;8;1;2;2;2;11;6;3;4;2;3;0;1;1
Charge;Legislation on gambling, licencing, trade;Frederikshavn;11;4;13;20;10;23;16;19;6;24;15;10;8;3
Charge;Legislation on gambling, licencing, trade;Hjørring;32;9;4;12;21;62;80;43;31;10;5;18;24;7
Charge;Legislation on gambling, licencing, trade;Jammerbugt;8;3;1;2;1;3;15;1;1;2;1;5;3;3
Charge;Legislation on gambling, licencing, trade;Læsø;1;0;0;0;1;0;1;2;0;0;1;0;2;2
Charge;Legislation on gambling, licencing, trade;Mariagerfjord;14;11;29;32;7;14;13;27;21;8;4;1;4;2
Charge;Legislation on gambling, licencing, trade;Morsø;7;1;15;22;28;10;15;8;13;7;3;9;4;3
Charge;Legislation on gambling, licencing, trade;Rebild;0;0;0;1;1;3;6;4;1;0;0;3;0;2
Charge;Legislation on gambling, licencing, trade;Thisted;5;13;25;25;30;33;36;33;41;31;24;17;28;4
Charge;Legislation on gambling, licencing, trade;Vesthimmerlands;2;4;3;5;8;8;9;8;11;4;3;0;4;6
Charge;Legislation on gambling, licencing, trade;Aalborg;86;122;109;92;163;174;226;164;141;187;175;278;193;74
Charge;Legislation on gambling, licencing, trade;Unknown municipality;13;11;9;19;18;21;14;14;2;7;8;1;2;2
Charge;Any other special legislation;Copenhagen;19;14;12;10;10;5;7;4;15;35;16;49;65;35
Charge;Any other special legislation;Frederiksberg;0;0;0;0;0;1;0;0;0;0;0;4;1;0
Charge;Any other special legislation;Dragør;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Charge;Any other special legislation;Tårnby;0;0;0;0;1;0;0;0;0;0;0;2;1;1
Charge;Any other special legislation;Albertslund;0;0;0;0;0;0;0;1;0;0;0;1;1;1
Charge;Any other special legislation;Ballerup;0;0;0;0;0;0;1;0;0;0;0;1;0;1
Charge;Any other special legislation;Brøndby;0;0;0;0;0;0;0;0;0;0;0;0;0;3
Charge;Any other special legislation;Gentofte;1;0;1;0;0;2;1;0;0;0;0;0;0;0
Charge;Any other special legislation;Gladsaxe;0;0;0;0;0;0;0;1;0;2;0;1;1;0
Charge;Any other special legislation;Glostrup;0;0;0;0;0;0;0;0;0;0;0;0;42;2
Charge;Any other special legislation;Herlev;0;0;0;0;0;0;0;1;0;0;0;0;0;3
Charge;Any other special legislation;Hvidovre;0;0;0;0;0;1;0;0;0;0;0;3;0;1
Charge;Any other special legislation;Høje-Taastrup;0;1;0;0;0;0;0;0;0;1;2;1;1;2
Charge;Any other special legislation;Ishøj;1;0;0;0;0;0;2;0;0;0;0;0;2;0
Charge;Any other special legislation;Lyngby-Taarbæk;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Rødovre;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Charge;Any other special legislation;Vallensbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Charge;Any other special legislation;Allerød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Egedal;0;0;0;1;0;1;0;1;0;0;1;0;0;0
Charge;Any other special legislation;Fredensborg;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Charge;Any other special legislation;Frederikssund;0;0;2;0;0;0;0;0;0;0;1;0;0;0
Charge;Any other special legislation;Furesø;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Charge;Any other special legislation;Gribskov;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Charge;Any other special legislation;Halsnæs;0;0;0;0;0;0;0;0;1;1;0;0;0;0
Charge;Any other special legislation;Helsingør;3;0;0;0;0;0;0;1;0;1;0;0;0;0
Charge;Any other special legislation;Hillerød;0;0;0;0;0;0;0;1;0;0;1;0;0;0
Charge;Any other special legislation;Hørsholm;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Rudersdal;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Bornholm;0;0;0;0;0;0;0;0;1;3;1;0;0;1
Charge;Any other special legislation;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Greve;1;0;0;0;0;0;0;0;0;0;0;3;0;0
Charge;Any other special legislation;Køge;0;0;0;0;0;1;2;0;0;1;0;0;0;0
Charge;Any other special legislation;Lejre;1;3;0;0;0;2;4;0;0;0;0;0;1;0
Charge;Any other special legislation;Roskilde;0;3;1;0;0;3;1;0;0;0;0;2;0;0
Charge;Any other special legislation;Solrød;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Faxe;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Guldborgsund;0;0;0;0;0;0;0;0;0;1;0;1;0;0
Charge;Any other special legislation;Holbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Charge;Any other special legislation;Kalundborg;0;0;0;0;1;0;0;0;0;0;0;0;0;3
Charge;Any other special legislation;Lolland;0;0;0;1;0;1;0;0;0;0;0;0;1;0
Charge;Any other special legislation;Næstved;0;0;0;0;0;2;1;0;0;2;0;1;0;0
Charge;Any other special legislation;Odsherred;1;0;0;1;3;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Ringsted;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Slagelse;0;2;0;0;0;0;0;0;0;0;0;0;0;1
Charge;Any other special legislation;Sorø;0;0;0;0;0;1;0;0;0;0;0;1;0;0
Charge;Any other special legislation;Stevns;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Vordingborg;0;0;0;0;1;0;0;0;0;1;2;1;1;0
Charge;Any other special legislation;Assens;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Faaborg-Midtfyn;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Kerteminde;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Langeland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Middelfart;4;0;0;0;0;0;0;1;0;0;1;0;0;0
Charge;Any other special legislation;Nordfyns;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Nyborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Odense;1;1;1;2;0;1;0;1;0;0;0;0;0;0
Charge;Any other special legislation;Svendborg;0;1;1;0;0;0;0;3;0;1;0;0;0;0
Charge;Any other special legislation;Ærø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Billund;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Esbjerg;0;0;0;1;0;0;1;1;1;0;0;1;1;0
Charge;Any other special legislation;Fanø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Fredericia;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Haderslev;0;0;0;0;0;1;0;1;2;0;0;0;0;0
Charge;Any other special legislation;Kolding;0;0;0;0;0;1;0;0;0;0;0;0;0;2
Charge;Any other special legislation;Sønderborg;1;1;0;0;0;1;1;0;0;0;0;0;0;1
Charge;Any other special legislation;Tønder;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Varde;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Vejen;0;0;0;1;0;0;0;0;0;0;0;0;0;1
Charge;Any other special legislation;Vejle;1;0;2;0;0;0;0;0;0;0;1;0;0;0
Charge;Any other special legislation;Aabenraa;0;0;0;1;0;3;0;0;2;0;0;0;0;0
Charge;Any other special legislation;Favrskov;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Charge;Any other special legislation;Hedensted;0;0;1;0;0;0;0;0;0;0;1;0;0;1
Charge;Any other special legislation;Horsens;0;0;0;0;1;0;0;0;0;1;0;0;0;0
Charge;Any other special legislation;Norddjurs;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Charge;Any other special legislation;Odder;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Charge;Any other special legislation;Randers;0;0;0;0;0;0;0;5;0;0;0;0;0;1
Charge;Any other special legislation;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Silkeborg;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Skanderborg;0;0;0;0;0;0;1;2;0;0;2;0;0;0
Charge;Any other special legislation;Syddjurs;0;0;0;0;0;1;0;2;0;0;0;0;0;0
Charge;Any other special legislation;Aarhus;0;0;0;1;0;0;0;4;0;0;0;0;0;0
Charge;Any other special legislation;Herning;0;0;0;2;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Holstebro;0;0;1;0;0;1;0;1;2;0;0;1;0;0
Charge;Any other special legislation;Ikast-Brande;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Charge;Any other special legislation;Lemvig;0;0;0;0;0;0;0;0;9;0;0;0;0;0
Charge;Any other special legislation;Ringkøbing-Skjern;0;0;0;2;4;6;0;0;1;0;0;1;0;0
Charge;Any other special legislation;Skive;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Charge;Any other special legislation;Struer;0;0;0;0;0;0;1;2;2;0;0;0;0;0
Charge;Any other special legislation;Viborg;0;0;0;1;0;0;0;0;0;0;1;0;0;0
Charge;Any other special legislation;Brønderslev;1;0;0;0;0;0;0;1;0;0;1;0;0;3
Charge;Any other special legislation;Frederikshavn;0;0;0;0;1;0;0;0;0;0;2;1;0;1
Charge;Any other special legislation;Hjørring;0;0;0;0;0;0;0;6;0;0;0;0;1;0
Charge;Any other special legislation;Jammerbugt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Mariagerfjord;0;0;0;0;0;0;0;1;0;1;1;0;0;1
Charge;Any other special legislation;Morsø;0;0;0;0;0;0;0;39;1;1;0;0;0;0
Charge;Any other special legislation;Rebild;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Charge;Any other special legislation;Thisted;1;0;0;0;0;0;0;23;3;0;0;1;1;0
Charge;Any other special legislation;Vesthimmerlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other special legislation;Aalborg;0;1;0;0;0;0;0;1;0;1;0;1;0;3
Charge;Any other special legislation;Unknown municipality;2;0;0;0;1;0;0;0;0;0;0;0;1;1
Charge;Special legislation, unspecified;Copenhagen;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Special legislation, unspecified;Frederiksberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Special legislation, unspecified;Dragør;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Special legislation, unspecified;Tårnby;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Special legislation, unspecified;Albertslund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Special legislation, unspecified;Ballerup;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Special legislation, unspecified;Brøndby;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Special legislation, unspecified;Gentofte;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Special legislation, unspecified;Gladsaxe;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Special legislation, unspecified;Glostrup;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Special legislation, unspecified;Herlev;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Special legislation, unspecified;Hvidovre;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Special legislation, unspecified;Høje-Taastrup;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Special legislation, unspecified;Ishøj;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Special legislation, unspecified;Lyngby-Taarbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Special legislation, unspecified;Rødovre;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Special legislation, unspecified;Vallensbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Special legislation, unspecified;Allerød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Special legislation, unspecified;Egedal;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Special legislation, unspecified;Fredensborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Special legislation, unspecified;Frederikssund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Special legislation, unspecified;Furesø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
